"Accession","SPC","SURFY","Town","Cunha","Diaz.Ramos"
"P25208",0,0,0,0,0
"Q9HBJ0",0,0,0,0,0
"Q9UF11",0,0,0,0,0
"Q08752",0,0,0,0,0
"Q9Y266",0,0,0,0,0
"Q9H8W4",0,0,0,0,0
"Q96BK5",0,0,0,0,0
"Q09161",0,0,0,0,0
"Q9Y5B8",0,0,0,0,0
"Q86U38",0,0,0,0,0
"Q9Y3Q0",1,0,1,0,0
"Q86T03",2,0,1,1,0
"Q96NT1",0,0,0,0,0
"Q8IZF0",2,1,0,1,0
"Q8IV42",0,0,0,0,0
"Q96EP9",3,1,1,1,0
"P12036",0,0,0,0,0
"Q9Y2J0",0,0,0,0,0
"Q04671",1,0,0,1,0
"Q16825",0,0,0,0,0
"O75526",0,0,0,0,0
"Q9NRX2",0,0,0,0,0
"Q9Y4L5",0,0,0,0,0
"Q6GYQ0",0,0,0,0,0
"Q9H4P4",0,0,0,0,0
"Q6ZSC3",0,0,0,0,0
"Q9BYD6",0,0,0,0,0
"P60484",0,0,0,0,0
"O76064",0,0,0,0,0
"Q86WT6",0,0,0,0,0
"Q9NSU2",0,0,0,0,0
"O14746",0,0,0,0,0
"Q5H9L4",0,0,0,0,0
"Q9BZD6",2,0,1,1,0
"Q8NEW7",2,0,1,1,0
"Q9NRA2",2,1,0,1,0
"A1A5C7",3,1,1,1,0
"P50591",2,0,1,0,1
"O94900",0,0,0,0,0
"P35237",0,0,0,0,0
"Q14DG7",3,1,1,1,0
"O43699",4,1,1,1,1
"Q13596",0,0,0,0,0
"Q8N300",0,0,0,0,0
"O60383",0,0,0,0,0
"Q9NUI1",0,0,0,0,0
"A6NC97",0,0,0,0,0
"Q9BV47",0,0,0,0,0
"Q12952",0,0,0,0,0
"O60469",3,1,1,1,0
"Q9H469",0,0,0,0,0
"P19875",0,0,0,0,0
"Q9Y2R4",0,0,0,0,0
"Q8IXT2",0,0,0,0,0
"O95677",0,0,0,0,0
"Q9GZT9",0,0,0,0,0
"Q9BWK5",0,0,0,0,0
"Q9H6Z9",0,0,0,0,0
"Q8IYT1",0,0,0,0,0
"Q13467",3,1,1,1,0
"Q9NR61",4,1,1,1,1
"Q99679",3,1,1,1,0
"A6NFD8",0,0,0,0,0
"Q9UHF4",4,1,1,1,1
"Q9Y5L5",0,0,0,0,0
"P08263",0,0,0,0,0
"Q5T953",0,0,0,0,0
"Q9H2X8",0,0,0,0,0
"Q9UPM6",0,0,0,0,0
"Q68CZ6",0,0,0,0,0
"P80192",0,0,0,0,0
"Q4FZB7",0,0,0,0,0
"P01762",0,0,0,0,0
"Q9UBD0",0,0,0,0,0
"Q9NVC6",0,0,0,0,0
"Q12809",2,0,1,1,0
"Q3LI73",0,0,0,0,0
"Q8N5J2",0,0,0,0,0
"Q8NBR6",0,0,0,0,0
"Q8IZP7",1,0,1,0,0
"P09848",2,1,0,1,0
"Q9H6K1",0,0,0,0,0
"Q6NT76",0,0,0,0,0
"O60268",0,0,0,0,0
"P20916",3,1,1,1,0
"Q8NC69",0,0,0,0,0
"Q6ZN28",0,0,0,0,0
"O60575",0,0,0,0,0
"Q5SQ64",3,1,1,1,0
"Q8NBZ0",0,0,0,0,0
"Q13683",4,1,1,1,1
"Q6DN14",1,0,0,1,0
"O95678",0,0,0,0,0
"Q9Y4Z0",0,0,0,0,0
"Q86YV9",0,0,0,0,0
"Q14624",0,0,0,0,0
"Q92953",2,0,1,1,0
"Q9BUL5",0,0,0,0,0
"P48552",0,0,0,0,0
"Q8TEQ8",2,1,1,0,0
"Q96MN2",0,0,0,0,0
"Q8WX94",0,0,0,0,0
"P51606",0,0,0,0,0
"O95199",0,0,0,0,0
"P25800",0,0,0,0,0
"P18621",0,0,0,0,0
"Q9GZN7",0,0,0,0,0
"O94941",0,0,0,0,0
"Q7L0R7",0,0,0,0,0
"P78317",0,0,0,0,0
"Q8IUD6",0,0,0,0,0
"P59542",3,1,1,1,0
"Q16647",0,0,0,0,0
"Q6ZRF8",0,0,0,0,0
"O43432",0,0,0,0,0
"Q9H665",3,1,1,1,0
"P01701",0,0,0,0,0
"Q9UBC0",0,0,0,0,0
"P43356",0,0,0,0,0
"P43362",0,0,0,0,0
"Q4VC39",1,0,1,0,0
"P01721",0,0,0,0,0
"P11226",1,0,1,0,0
"Q9H6Y5",0,0,0,0,0
"Q14766",0,0,0,0,0
"Q8NH37",3,1,1,1,0
"Q8NBZ9",0,0,0,0,0
"O14603",0,0,0,0,0
"Q16378",0,0,0,0,0
"P25789",0,0,0,0,0
"Q15622",3,1,1,1,0
"A6NFC9",1,0,0,1,0
"Q9Y303",0,0,0,0,0
"Q8NHA6",1,1,0,0,0
"P21810",1,0,1,0,0
"A1L3X4",0,0,0,0,0
"Q9NXK6",2,0,1,1,0
"P25116",4,1,1,1,1
"Q6QHF9",0,0,0,0,0
"P05121",0,0,0,0,0
"Q9ULL4",2,1,1,0,0
"Q9NQX1",0,0,0,0,0
"Q96FX8",2,0,1,1,0
"Q6ZUA9",0,0,0,0,0
"P07237",0,0,0,0,0
"Q6ZS72",0,0,0,0,0
"O14737",0,0,0,0,0
"O14495",4,1,1,1,1
"Q9H009",0,0,0,0,0
"Q13772",0,0,0,0,0
"P15941",4,1,1,1,1
"P0DN37",0,0,0,0,0
"Q9GZT8",0,0,0,0,0
"Q9UNF0",0,0,0,0,0
"Q9Y2I1",0,0,0,0,0
"Q15120",0,0,0,0,0
"Q16654",0,0,0,0,0
"Q70Z35",0,0,0,0,0
"P98161",3,1,1,1,0
"A5PKW4",0,0,0,0,0
"Q9BXM0",0,0,0,0,0
"Q14686",0,0,0,0,0
"Q12980",0,0,0,0,0
"Q9UMX5",0,0,0,0,0
"Q8TB37",0,0,0,0,0
"P11137",0,0,0,0,0
"Q9Y6Q9",0,0,0,0,0
"Q53H76",0,0,0,0,0
"Q96PX9",0,0,0,0,0
"Q96KN8",0,0,0,0,0
"O75439",0,0,0,0,0
"Q15777",0,0,0,0,0
"O75376",0,0,0,0,0
"Q96CS7",0,0,0,0,0
"Q5JTB6",0,0,0,0,0
"P15428",0,0,0,0,0
"P10243",0,0,0,0,0
"Q6WCQ1",0,0,0,0,0
"Q9Y2B2",1,0,1,0,0
"Q9UNW9",0,0,0,0,0
"Q8TAD7",0,0,0,0,0
"Q8WUJ1",0,0,0,0,0
"Q9UN36",0,0,0,0,0
"Q8TDS5",4,1,1,1,1
"Q9NPE2",0,0,0,0,0
"Q9Y5P1",3,1,1,1,0
"Q7L592",0,0,0,0,0
"Q9NPH6",0,0,0,0,0
"P23284",0,0,0,0,0
"Q16816",0,0,0,0,0
"Q8IXM7",0,0,0,0,0
"Q9NV92",2,0,1,1,0
"Q8NGE3",3,1,1,1,0
"Q9H346",3,1,1,1,0
"O15305",0,0,0,0,0
"A6NJ64",0,0,0,0,0
"Q6ZU80",0,0,0,0,0
"Q8N668",0,0,0,0,0
"Q6UXG3",3,1,1,1,0
"O43866",0,0,0,0,0
"P20849",0,0,0,0,0
"Q8IUH2",0,0,0,0,0
"Q96IY4",0,0,0,0,0
"Q8N4L8",0,0,0,0,0
"Q9UBL0",0,0,0,0,0
"Q14894",0,0,0,0,0
"Q502W7",0,0,0,0,0
"Q9H6X5",0,0,0,0,0
"Q92905",0,0,0,0,0
"O95816",0,0,0,0,0
"P29033",3,1,1,1,0
"Q9BVJ7",0,0,0,0,0
"O75923",2,0,1,1,0
"O94887",0,0,0,0,0
"Q6P050",0,0,0,0,0
"Q9ULE4",0,0,0,0,0
"Q63HQ2",0,0,0,0,0
"P29323",3,1,1,1,0
"Q14534",2,0,1,1,0
"Q8IU60",0,0,0,0,0
"P18283",0,0,0,0,0
"Q8TAY7",0,0,0,0,0
"Q8N3F8",0,0,0,0,0
"P46199",0,0,0,0,0
"Q13797",4,1,1,1,1
"Q5XKE5",0,0,0,0,0
"Q9BYS8",0,0,0,0,0
"Q96NW7",0,0,0,0,0
"Q9HBW1",3,1,1,1,0
"O00255",1,0,1,0,0
"Q16665",0,0,0,0,0
"A6NI73",3,1,1,0,1
"Q9Y251",0,0,0,0,0
"Q9UL03",0,0,0,0,0
"Q01813",0,0,0,0,0
"Q5VY43",2,1,1,0,0
"P49683",2,1,0,1,0
"P61599",0,0,0,0,0
"Q9BXJ9",0,0,0,0,0
"A0A075B767",0,0,0,0,0
"H3BUK9",0,0,0,0,0
"Q6ZRI0",0,0,0,0,0
"Q5VVJ2",0,0,0,0,0
"A8MV57",0,0,0,0,0
"P42356",0,0,0,0,0
"Q0ZGT2",0,0,0,0,0
"Q86W26",0,0,0,0,0
"Q68D85",1,1,0,0,0
"O75475",0,0,0,0,0
"Q9Y5J5",0,0,0,0,0
"Q8WZA1",1,0,1,0,0
"Q8NFA2",0,0,0,0,0
"Q00887",0,0,0,0,0
"Q7RTY0",2,0,1,1,0
"Q9GZS0",0,0,0,0,0
"Q2M2I3",0,0,0,0,0
"Q8N4Y2",0,0,0,0,0
"Q96RY7",0,0,0,0,0
"Q8IWI9",0,0,0,0,0
"Q8N7Y1",0,0,0,0,0
"P24593",0,0,0,0,0
"P41218",0,0,0,0,0
"Q96L11",0,0,0,0,0
"O95237",1,0,1,0,0
"Q12756",0,0,0,0,0
"P33176",0,0,0,0,0
"Q6XYB7",0,0,0,0,0
"Q9H081",0,0,0,0,0
"Q12905",0,0,0,0,0
"Q14807",0,0,0,0,0
"Q14525",0,0,0,0,0
"Q86SU0",3,1,1,1,0
"Q71H61",2,0,1,1,0
"Q12840",0,0,0,0,0
"P01344",0,0,0,0,0
"Q86U70",0,0,0,0,0
"P05014",0,0,0,0,0
"Q2M1P5",0,0,0,0,0
"P53779",0,0,0,0,0
"Q92845",0,0,0,0,0
"Q92819",2,0,1,1,0
"Q6NXS1",0,0,0,0,0
"O43474",0,0,0,0,0
"P43080",0,0,0,0,0
"Q99612",0,0,0,0,0
"P01589",4,1,1,1,1
"O00292",0,0,0,0,0
"A0A0C4DH42",0,0,0,0,0
"A0A075B6R2",0,0,0,0,0
"Q9NYS0",0,0,0,0,0
"Q58FF6",0,0,0,0,0
"O60244",0,0,0,0,0
"Q3ZCV2",0,0,0,0,0
"Q9BY41",0,0,0,0,0
"Q52LA3",0,0,0,0,0
"P41159",0,0,0,0,0
"Q7Z3Z0",0,0,0,0,0
"O95777",0,0,0,0,0
"P12268",0,0,0,0,0
"P43034",0,0,0,0,0
"Q96AZ6",0,0,0,0,0
"O15063",0,0,0,0,0
"Q6NV74",0,0,0,0,0
"P98153",2,1,0,1,0
"Q5VZ46",0,0,0,0,0
"Q06136",1,0,1,0,0
"Q538Z0",0,0,0,0,0
"P55103",0,0,0,0,0
"Q9UBP8",0,0,0,0,0
"Q9HAY2",0,0,0,0,0
"O14979",0,0,0,0,0
"Q6IE81",0,0,0,0,0
"P09529",0,0,0,0,0
"Q9Y2Z2",0,0,0,0,0
"P0C604",1,1,0,0,0
"Q765P7",0,0,0,0,0
"Q8NGB6",3,1,1,1,0
"Q8NGS1",3,1,1,1,0
"Q9BYG7",0,0,0,0,0
"A0A1B0GTQ4",0,0,0,0,0
"Q86VZ1",3,1,0,1,1
"Q8NGR5",3,1,1,1,0
"Q6P1R3",0,0,0,0,0
"Q8NGR8",3,1,1,1,0
"A0A2R8Y4Y8",0,0,0,0,0
"O00443",0,0,0,0,0
"Q96JP2",0,0,0,0,0
"P05166",0,0,0,0,0
"Q9H237",2,0,1,1,0
"P25786",0,0,0,0,0
"P29371",2,1,0,1,0
"P15559",0,0,0,0,0
"Q8IYP2",0,0,0,0,0
"Q8NH06",1,1,0,0,0
"Q9NUJ7",0,0,0,0,0
"A6NDG6",0,0,0,0,0
"Q15154",0,0,0,0,0
"P04070",0,0,0,0,0
"P16083",0,0,0,0,0
"Q8NFP9",0,0,0,0,0
"P17980",0,0,0,0,0
"Q15195",0,0,0,0,0
"A6NFY4",1,0,1,0,0
"P28360",0,0,0,0,0
"O14713",0,0,0,0,0
"Q9UKP3",0,0,0,0,0
"A0A075B6K0",0,0,0,0,0
"O43300",3,1,1,1,0
"Q8NBT0",0,0,0,0,0
"Q8ND56",0,0,0,0,0
"Q9BT40",0,0,0,0,0
"O00160",0,0,0,0,0
"E5RG02",0,0,0,0,0
"Q8NEY1",0,0,0,0,0
"Q8NGP0",3,1,1,1,0
"Q16082",0,0,0,0,0
"Q9UIG4",0,0,0,0,0
"B1ATL7",0,0,0,0,0
"P30953",3,1,1,1,0
"P79522",0,0,0,0,0
"P00387",0,0,0,0,0
"O94906",0,0,0,0,0
"P42338",0,0,0,0,0
"Q9UPR0",0,0,0,0,0
"Q5JUK9",0,0,0,0,0
"P21452",4,1,1,1,1
"Q5VU43",0,0,0,0,0
"P51160",0,0,0,0,0
"P05165",0,0,0,0,0
"Q9NZ94",3,1,1,1,0
"Q6UQ28",2,1,1,0,0
"A2A3N6",0,0,0,0,0
"Q9Y6V0",0,0,0,0,0
"Q49AM1",0,0,0,0,0
"Q96GU1",0,0,0,0,0
"Q13615",0,0,0,0,0
"A0A2R8YFL7",0,0,0,0,0
"Q86YV5",0,0,0,0,0
"Q8NGA1",2,1,0,1,0
"Q8NH73",3,1,1,1,0
"O95248",0,0,0,0,0
"P0C623",2,1,1,0,0
"Q9BZ23",0,0,0,0,0
"Q9Y216",0,0,0,0,0
"O00231",0,0,0,0,0
"P02776",0,0,0,0,0
"Q8NGF9",2,1,0,1,0
"Q9NPC7",0,0,0,0,0
"Q96E29",0,0,0,0,0
"Q8IUG5",0,0,0,0,0
"Q8N159",0,0,0,0,0
"Q13508",3,1,0,1,1
"Q96MG8",0,0,0,0,0
"Q96H12",0,0,0,0,0
"Q5VXU1",2,1,0,1,0
"Q8IVA1",0,0,0,0,0
"Q86YW0",0,0,0,0,0
"Q8NGL3",3,1,1,1,0
"Q9UQG0",0,0,0,0,0
"Q9H720",1,0,1,0,0
"Q99497",0,0,0,0,0
"Q8NCY6",0,0,0,0,0
"Q9WJR5",0,0,0,0,0
"Q32ZL2",3,1,1,1,0
"P30086",0,0,0,0,0
"Q96MT3",0,0,0,0,0
"A6NF01",0,0,0,0,0
"P63136",0,0,0,0,0
"Q5TYX0",0,0,0,0,0
"I0J062",0,0,0,0,0
"O14917",2,1,1,0,0
"O95371",3,1,1,1,0
"Q96CV9",0,0,0,0,0
"O75648",0,0,0,0,0
"A4FU01",0,0,0,0,0
"Q5M9Q1",0,0,0,0,0
"Q8N5F7",0,0,0,0,0
"P15259",0,0,0,0,0
"Q07326",1,0,1,0,0
"Q2TBC4",0,0,0,0,0
"P0DN80",0,0,0,0,0
"P43686",0,0,0,0,0
"O60934",0,0,0,0,0
"Q9Y5I3",2,1,0,1,0
"Q9Y5H9",2,1,0,1,0
"Q8NGL0",3,1,1,1,0
"Q9Y5H8",3,1,1,1,0
"Q99946",2,0,1,1,0
"P22307",0,0,0,0,0
"Q6IEU7",3,1,1,1,0
"Q969F2",0,0,0,0,0
"Q9GZK6",2,1,1,0,0
"Q5H8A4",2,0,1,1,0
"Q96FA3",0,0,0,0,0
"Q96M98",0,0,0,0,0
"Q9UGF6",3,1,1,1,0
"Q8NH69",2,1,0,1,0
"P54821",0,0,0,0,0
"Q9HCH0",0,0,0,0,0
"Q86UA1",0,0,0,0,0
"O75665",0,0,0,0,0
"P07737",0,0,0,0,0
"P23942",3,1,1,1,0
"P04732",0,0,0,0,0
"O60412",3,1,1,1,0
"P35080",0,0,0,0,0
"Q96S44",0,0,0,0,0
"O15460",0,0,0,0,0
"Q8NGG6",2,1,0,1,0
"P30414",0,0,0,0,0
"Q96RG2",0,0,0,0,0
"B4DH59",0,0,0,0,0
"Q9NR21",0,0,0,0,0
"Q9BRK4",0,0,0,0,0
"P80748",0,0,0,0,0
"Q68D91",0,0,0,0,0
"Q9UM44",4,1,1,1,1
"Q9NZ81",0,0,0,0,0
"Q2M1V0",0,0,0,0,0
"Q9H1Q7",0,0,0,0,0
"Q8N3E9",1,0,1,0,0
"P51178",0,0,0,0,0
"Q16517",0,0,0,0,0
"Q13765",0,0,0,0,0
"Q8N4B5",0,0,0,0,0
"Q13370",1,0,0,1,0
"O00541",0,0,0,0,0
"Q8IVL0",0,0,0,0,0
"Q9P1Q5",2,1,0,1,0
"Q8IVL1",0,0,0,0,0
"P16885",0,0,0,0,0
"Q9UKZ9",0,0,0,0,0
"Q08499",0,0,0,0,0
"P47884",2,1,0,1,0
"Q9GZU2",0,0,0,0,0
"Q9BUK6",0,0,0,0,0
"P40261",0,0,0,0,0
"P25103",4,1,1,1,1
"O60431",3,1,1,1,0
"Q6PEW0",0,0,0,0,0
"Q8NGS2",3,1,1,1,0
"Q7Z2X4",0,0,0,0,0
"O00330",0,0,0,0,0
"Q6P2Q9",0,0,0,0,0
"Q8NGR2",3,1,1,1,0
"Q6UWY2",0,0,0,0,0
"Q8TB68",1,0,1,0,0
"Q99102",3,1,1,1,0
"Q8N0W4",3,1,1,1,0
"P35372",3,1,0,1,1
"Q8NGS0",3,1,1,1,0
"Q8N7R0",0,0,0,0,0
"O00444",1,0,1,0,0
"Q6T4P5",2,0,1,1,0
"Q5SWX8",2,0,1,1,0
"Q5VZE5",0,0,0,0,0
"Q8NH92",3,1,1,1,0
"Q8NFZ3",3,1,1,1,0
"Q9BX93",0,0,0,0,0
"O60683",0,0,0,0,0
"Q92535",1,0,1,0,0
"Q9H714",0,0,0,0,0
"P16519",0,0,0,0,0
"Q63HM9",0,0,0,0,0
"Q9NV79",0,0,0,0,0
"O60551",0,0,0,0,0
"Q7Z6M4",0,0,0,0,0
"Q8NGI9",2,1,0,1,0
"Q9P215",0,0,0,0,0
"Q9GZY1",0,0,0,0,0
"O95521",0,0,0,0,0
"P0CAP1",0,0,0,0,0
"O95047",3,1,1,1,0
"Q7Z3H0",0,0,0,0,0
"Q96BF6",0,0,0,0,0
"P10266",0,0,0,0,0
"Q96R48",2,1,0,1,0
"Q9UBE8",0,0,0,0,0
"O00232",0,0,0,0,0
"Q96JQ0",3,1,1,1,0
"Q9GZK3",3,1,1,1,0
"Q7Z4H8",0,0,0,0,0
"Q8NGK9",3,1,1,1,0
"P41271",0,0,0,0,0
"Q9NXD2",0,0,0,0,0
"Q8NGL1",3,1,1,1,0
"Q96RD7",4,1,1,1,1
"A6NKK0",3,1,1,1,0
"Q8N628",3,1,1,1,0
"P48539",0,0,0,0,0
"O14939",0,0,0,0,0
"Q5VXH4",0,0,0,0,0
"Q7RTW8",1,1,0,0,0
"Q9H210",2,1,0,1,0
"Q9Y3B1",0,0,0,0,0
"Q6ZUT1",0,0,0,0,0
"Q8NGH3",3,1,1,1,0
"P63132",0,0,0,0,0
"Q8NGV6",2,1,0,1,0
"Q6W4X9",0,0,0,0,0
"Q9C0I1",0,0,0,0,0
"O00398",3,1,0,1,1
"P0CG21",0,0,0,0,0
"Q8N3F0",0,0,0,0,0
"P52945",0,0,0,0,0
"P81277",0,0,0,0,0
"Q8NHB7",3,1,1,1,0
"Q8NGZ5",3,1,1,1,0
"P00747",1,0,1,0,0
"Q8IV08",2,0,1,1,0
"Q8NHB8",3,1,1,1,0
"Q96QZ0",2,0,1,1,0
"Q86SH4",0,0,0,0,0
"P09131",3,1,1,1,0
"P35548",0,0,0,0,0
"A6NET4",3,1,1,1,0
"O95453",0,0,0,0,0
"Q13946",0,0,0,0,0
"Q8NGL2",3,1,1,1,0
"Q9UN74",2,1,0,1,0
"Q8NGP8",2,1,0,1,0
"Q96BD5",0,0,0,0,0
"Q96A54",2,0,1,1,0
"Q8WWY3",0,0,0,0,0
"C9JH25",1,0,1,0,0
"Q96HR8",0,0,0,0,0
"P25189",3,1,1,1,0
"Q9UQ80",0,0,0,0,0
"Q96LB9",0,0,0,0,0
"P39877",1,0,1,0,0
"Q8NHB1",2,1,1,0,0
"Q9Y5I1",2,1,0,1,0
"Q8NFI4",0,0,0,0,0
"Q7Z7J7",3,1,1,1,0
"Q68CR7",2,0,1,1,0
"P60368",0,0,0,0,0
"Q6ZNQ3",0,0,0,0,0
"P60369",0,0,0,0,0
"Q8TE12",0,0,0,0,0
"Q99661",0,0,0,0,0
"S4R3Y5",0,0,0,0,0
"O60663",0,0,0,0,0
"Q17RB8",0,0,0,0,0
"Q9UN81",0,0,0,0,0
"Q96DD0",0,0,0,0,0
"P20719",0,0,0,0,0
"Q8TBQ9",1,0,0,1,0
"O95235",0,0,0,0,0
"A0A0C4DH55",0,0,0,0,0
"Q9NRX6",2,0,1,1,0
"Q9NTJ4",0,0,0,0,0
"Q8N4P6",0,0,0,0,0
"Q6GTX8",4,1,1,1,1
"A8MYZ0",0,0,0,0,0
"P21741",0,0,0,0,0
"Q96EW2",0,0,0,0,0
"Q7Z4S6",0,0,0,0,0
"Q9UK17",2,0,1,1,0
"P05162",0,0,0,0,0
"Q6ISS4",1,0,0,0,1
"S4R3P1",0,0,0,0,0
"Q6KB66",0,0,0,0,0
"P09912",2,0,1,1,0
"P48357",4,1,1,1,1
"Q9H4S2",0,0,0,0,0
"Q8TCT9",2,1,0,1,0
"P28482",0,0,0,0,0
"P31267",0,0,0,0,0
"P60410",0,0,0,0,0
"Q9ULI4",0,0,0,0,0
"Q92615",0,0,0,0,0
"Q5JTD7",0,0,0,0,0
"A0A075B6S4",0,0,0,0,0
"Q96MB7",0,0,0,0,0
"P60412",0,0,0,0,0
"Q9Y693",1,0,0,1,0
"P31268",0,0,0,0,0
"Q01113",4,1,1,1,1
"Q6UWM7",2,0,1,1,0
"P01615",0,0,0,0,0
"A0A075B6S6",0,0,0,0,0
"Q8WWU7",0,0,0,0,0
"Q9NRZ9",0,0,0,0,0
"P04432",0,0,0,0,0
"Q02080",0,0,0,0,0
"Q8N1A0",0,0,0,0,0
"A0A0B4J1Z2",0,0,0,0,0
"Q9UBN7",0,0,0,0,0
"Q03013",0,0,0,0,0
"P15529",4,1,1,1,1
"Q06413",0,0,0,0,0
"Q92830",0,0,0,0,0
"Q9Y4C1",0,0,0,0,0
"Q96S16",0,0,0,0,0
"P07942",0,0,0,0,0
"P01567",0,0,0,0,0
"Q9BXC0",2,1,0,1,0
"Q9BY66",0,0,0,0,0
"Q8TBB5",0,0,0,0,0
"Q12891",2,1,1,0,0
"P14778",4,1,1,1,1
"Q6ZQW0",0,0,0,0,0
"Q5TDP6",0,0,0,0,0
"Q2TB90",0,0,0,0,0
"P27987",0,0,0,0,0
"Q03164",0,0,0,0,0
"O15217",0,0,0,0,0
"P0DP01",0,0,0,0,0
"Q8N7I0",0,0,0,0,0
"O94889",0,0,0,0,0
"Q9NPJ1",0,0,0,0,0
"Q6UXG2",3,1,1,1,0
"Q9Y3C7",0,0,0,0,0
"Q6B0K9",0,0,0,0,0
"Q96JM4",0,0,0,0,0
"A0A1B0GTZ2",0,0,0,0,0
"Q9BZE9",0,0,0,0,0
"Q07108",4,1,1,1,1
"Q9H211",0,0,0,0,0
"A6NN90",0,0,0,0,0
"Q96C57",0,0,0,0,0
"P42081",4,1,1,1,1
"P25440",0,0,0,0,0
"P0CW27",0,0,0,0,0
"H7C241",0,0,0,0,0
"Q9Y2D0",0,0,0,0,0
"P51671",0,0,0,0,0
"P56748",3,1,1,1,0
"Q8N6V4",0,0,0,0,0
"Q69YN2",0,0,0,0,0
"Q9UDT6",0,0,0,0,0
"Q96MX0",2,0,0,1,1
"Q96DZ9",1,0,0,1,0
"Q96IF1",0,0,0,0,0
"Q5H8C1",0,0,0,0,0
"Q7LFL8",0,0,0,0,0
"O60667",3,0,1,1,1
"P52798",2,1,0,0,1
"Q8TF64",0,0,0,0,0
"P08246",2,0,1,0,1
"Q96P31",4,1,1,1,1
"P21695",0,0,0,0,0
"Q9NZD1",4,1,1,1,1
"P05155",0,0,0,0,0
"P06746",0,0,0,0,0
"Q8IUS5",1,0,1,0,0
"P0CG30",0,0,0,0,0
"Q14240",0,0,0,0,0
"B9A064",0,0,0,0,0
"Q6JVE9",0,0,0,0,0
"Q01629",3,0,1,1,1
"Q2VYF4",1,0,1,0,0
"Q9BX68",0,0,0,0,0
"Q8TF76",0,0,0,0,0
"Q14623",0,0,0,0,0
"Q96JA4",1,0,0,1,0
"P02100",0,0,0,0,0
"Q12851",0,0,0,0,0
"Q9Y4X4",0,0,0,0,0
"Q8NI22",0,0,0,0,0
"P10911",0,0,0,0,0
"Q6ZSG2",0,0,0,0,0
"Q9Y4K4",0,0,0,0,0
"Q8TD20",2,1,0,1,0
"A0A0C4DH39",0,0,0,0,0
"O00339",0,0,0,0,0
"P12277",0,0,0,0,0
"A6BM72",3,1,1,1,0
"P28300",0,0,0,0,0
"Q07954",4,1,1,1,1
"P78368",0,0,0,0,0
"Q02556",0,0,0,0,0
"A6NK06",0,0,0,0,0
"P68871",0,0,0,0,0
"Q96AT1",0,0,0,0,0
"O00462",0,0,0,0,0
"Q8NHW3",0,0,0,0,0
"Q86TE4",0,0,0,0,0
"Q6NSI8",0,0,0,0,0
"Q9ULC4",0,0,0,0,0
"Q9NPA1",3,1,0,1,1
"Q8NGD2",2,1,0,1,0
"Q9NZ53",4,1,1,1,1
"Q6BCY4",0,0,0,0,0
"O43312",0,0,0,0,0
"P08567",0,0,0,0,0
"Q2L4Q9",0,0,0,0,0
"Q6UWB4",0,0,0,0,0
"Q8NH94",3,1,1,1,0
"O00329",0,0,0,0,0
"Q8NH93",3,1,1,1,0
"Q13614",0,0,0,0,0
"Q7L1T6",0,0,0,0,0
"P41145",3,1,1,1,0
"P48739",0,0,0,0,0
"Q9UBR1",0,0,0,0,0
"B2RXH4",0,0,0,0,0
"Q8NE62",0,0,0,0,0
"Q9UNH5",0,0,0,0,0
"Q96MW5",0,0,0,0,0
"P78543",0,0,0,0,0
"Q5T3Y7",0,0,0,0,0
"Q9H0B8",0,0,0,0,0
"Q6UXQ4",0,0,0,0,0
"P61201",0,0,0,0,0
"P49747",0,0,0,0,0
"Q8NFQ6",0,0,0,0,0
"Q9UL15",0,0,0,0,0
"Q96EY1",0,0,0,0,0
"O94808",0,0,0,0,0
"Q14416",3,1,1,1,0
"Q8WYQ4",0,0,0,0,0
"Q6P3W2",0,0,0,0,0
"Q9NVF7",0,0,0,0,0
"Q05193",0,0,0,0,0
"Q08AF8",0,0,0,0,0
"H3BSY2",0,0,0,0,0
"Q9Y6X5",3,1,1,1,0
"Q5RGS3",1,0,0,1,0
"O00418",0,0,0,0,0
"Q8NA03",0,0,0,0,0
"Q5FWF7",0,0,0,0,0
"Q86X53",0,0,0,0,0
"Q9HAV0",0,0,0,0,0
"Q14789",1,0,1,0,0
"Q9UKT4",0,0,0,0,0
"Q9BQQ3",0,0,0,0,0
"P0C7W8",0,0,0,0,0
"Q9UPT5",0,0,0,0,0
"Q9BVC3",0,0,0,0,0
"O95249",1,0,1,0,0
"O75912",0,0,0,0,0
"Q8TE68",0,0,0,0,0
"P19525",0,0,0,0,0
"Q32MH5",0,0,0,0,0
"P01275",0,0,0,0,0
"Q9BTZ2",0,0,0,0,0
"P07148",0,0,0,0,0
"Q8IVS2",0,0,0,0,0
"O14490",0,0,0,0,0
"Q09013",1,0,1,0,0
"Q9UP38",3,1,1,1,0
"O95990",0,0,0,0,0
"Q9BZJ8",4,1,1,1,1
"Q5JSL3",0,0,0,0,0
"P04440",4,1,1,1,1
"Q5JUQ0",0,0,0,0,0
"P43628",3,1,1,1,0
"Q30201",4,1,1,1,1
"P05362",4,1,1,1,1
"Q9UQ53",1,0,1,0,0
"Q8IW41",0,0,0,0,0
"Q3KP22",0,0,0,0,0
"Q9Y2Q5",0,0,0,0,0
"Q17RG1",0,0,0,0,0
"P48551",4,1,1,1,1
"Q14654",2,0,1,1,0
"O75444",0,0,0,0,0
"P22694",0,0,0,0,0
"P0DMV9",0,0,0,0,0
"Q17R60",1,0,0,1,0
"Q96ST2",0,0,0,0,0
