Accession,GeneName
Q6NUS8,UGT3A1
Q6NUT2,DPY19L2
Q6NUT3,MFSD12
Q6NV75,GPR153
Q6NVV3,NIPAL1
Q6NW34,NEPRO
Q6NW40,RGMB
Q6NXN4,DPY19L2P1
Q6NXT4,SLC30A6
Q6NXT6,TAPT1
Q6NYC1,JMJD6
Q6NZ63,STEAP1B
Q6P0A1,FAM180B
Q6P179,ERAP2
Q6P1A2,LPCAT3
Q6P1J6,PLB1
Q6P1M0,SLC27A4
Q6P1Q0,LETMD1
Q6P1S2,C3orf33
Q6P2H8,TMEM53
Q6P3S1,DENND1B
Q6P499,NIPAL3
Q6P4A7,SFXN4
Q6P4E1,CASC4
Q6P4F1,FUT10
Q6P4H8,FAM173B
Q6P4Q7,CNNM4
Q6P531,GGT6
Q6P5S7,RNASEK
Q6P5W5,SLC39A4
Q6P5X7,TMEM71
Q6P6C2,ALKBH5
Q6P7N7,TMEM81
Q6P995,FAM171B
Q6P9A2,GALNT18
Q6P9B9,INTS5
Q6P9F7,LRRC8B
Q6P9G4,TMEM154
Q6PCB7,SLC27A1
Q6PCB8,EMB
Q6PEX7,TEX38
Q6PEY0,GJB7
Q6PEY1,TMEM88
Q6PHW0,IYD
Q6PI25,CNIH2
Q6PI73,LILRA6
Q6PI78,TMEM65
Q6PIS1,SLC23A3
Q6PIU1,KCNV1
Q6PIU2,NCEH1
Q6PIV7,SLC25A34
Q6PIZ9,TRAT1
Q6PJF5,RHBDF2
Q6PJG9,LRFN4
Q6PJI9,WDR59
Q6PJW8,CNST
Q6PK18,OGFOD3
Q6PKC3,TXNDC11
Q6PL45,BRICD5
Q6PML9,SLC30A9
Q6PP77,XKRX
Q6PRD1,GPR179
Q6PXP3,SLC2A7
Q6Q0C1,SLC25A47
Q6Q4G3,LVRN
Q6Q8B3,CD200R1L
Q6QAJ8,TMEM220
Q6QHC5,DEGS2
Q6QNK2,ADGRD1
Q6RW13,AGTRAP
Q6T423,SLC22A25
Q6T4P5,PLPPR3
Q6TCH4,PAQR6
Q6TCH7,PAQR3
Q6U736,OPN5
Q6U841,SLC4A10
Q6UE05,TMEM270
Q6UQ28,PLET1
Q6UVK1,CSPG4
Q6UVM3,KCNT2
Q6UVW9,CLEC2A
Q6UW02,CYP20A1
Q6UW56,ATRAID
Q6UW68,TMEM205
Q6UW78,UQCC3
Q6UW88,EPGN
Q6UWB1,IL27RA
Q6UWD8,C16orf54
Q6UWF3,SCIMP
Q6UWF5,UNQ5815/PRO19632
Q6UWH4,FAM198B
Q6UWH6,TEX261
Q6UWI2,PARM1
Q6UWI4,SHISA2
Q6UWJ1,TMCO3
Q6UWJ8,CD164L2
Q6UWL2,SUSD1
Q6UWL6,KIRREL2
Q6UWM7,LCTL
Q6UWM9,UGT2A3
Q6UWN0,LYPD4
Q6UWN5,LYPD5
Q6UWP7,LCLAT1
Q6UWR7,ENPP6
Q6UWU4,C6orf89
Q6UWV2,MPZL3
Q6UWV7,SHISAL2A
Q6UWW9,TMEM207
Q6UX01,LMBR1L
Q6UX15,LAYN
Q6UX27,VSTM1
Q6UX34,SNORC
Q6UX40,TMEM107
Q6UX41,BTNL8
Q6UX65,DRAM2
Q6UX68,XKR5
Q6UX71,PLXDC2
Q6UX72,B3GNT9
Q6UX82,LYPD8
Q6UX98,ZDHHC24
Q6UXB3,LYPD2
Q6UXB4,CLEC4G
Q6UXB8,PI16
Q6UXC1,MAMDC4
Q6UXD1,HRCT1
Q6UXD5,SEZ6L2
Q6UXD7,SLC49A3
Q6UXE8,BTNL3
Q6UXF1,TMEM108
Q6UXG2,KIAA1324
Q6UXG3,CD300LG
Q6UXG8,BTNL9
Q6UXK2,ISLR2
Q6UXK5,LRRN1
Q6UXL0,IL20RB
Q6UXM1,LRIG3
Q6UXN7,TOMM20L
Q6UXN8,CLEC9A
Q6UXN9,WDR82
Q6UXP3,TMEM14EP
Q6UXU4,GSG1L
Q6UXU6,TMEM92
Q6UXV0,GFRAL
Q6UXV1,IZUMO2
Q6UXV4,APOOL
Q6UXX9,RSPO2
Q6UXY8,TMC5
Q6UXZ0,TMIGD1
Q6UXZ3,CD300LD
Q6UXZ4,UNC5D
Q6UY09,CEACAM20
Q6UY11,DLK2
Q6UY18,LINGO4
Q6V0I7,FAT4
Q6V0L0,CYP26C1
Q6V1P9,DCHS2
Q6V1X1,DPP8
Q6W3E5,GDPD4
Q6W5P4,NPSR1
Q6XPS3,TPTE2
Q6XR72,SLC30A10
Q6XYQ8,SYT10
Q6Y1H2,HACD2
Q6Y288,B3GLCT
Q6Y2X3,DNAJC14
Q6YBV0,SLC36A4
Q6YHK3,CD109
Q6YI46,TMEM64
Q6ZMB0,B3GNT6
Q6ZMB5,TMEM184A
Q6ZMC9,SIGLEC15
Q6ZMD2,SPNS3
Q6ZMG9,CERS6
Q6ZMH5,SLC39A5
Q6ZMI3,GLDN
Q6ZMJ2,SCARA5
Q6ZMK1,CYHR1
Q6ZMQ8,AATK
Q6ZMR5,TMPRSS11A
Q6ZMZ0,RNF19B
Q6ZMZ3,SYNE3
Q6ZN44,UNC5A
Q6ZNA5,FRRS1
Q6ZNB6,NFXL1
Q6ZNB7,AGMO
Q6ZNC8,MBOAT1
Q6ZNI0,GCNT7
Q6ZNR0,TMEM91
Q6ZP29,PQLC2
Q6ZP80,TMEM182
Q6ZPD8,DGAT2L6
Q6ZPD9,DPY19L3
Q6ZQN7,SLCO4C1
Q6ZQQ2,SPATA31D1
Q6ZRH7,CATSPERG
Q6ZRP7,QSOX2
Q6ZRR5,TMEM136
Q6ZS10,CLEC17A
Q6ZS81,WDFY4
Q6ZS82,RGS9BP
Q6ZSA7,LRRC55
Q6ZSJ9,SHISA6
Q6ZSM3,SLC16A12
Q6ZSS7,MFSD6
Q6ZSY5,PPP1R3F
Q6ZT12,UBR3
Q6ZT21,TMPPE
Q6ZT89,SLC25A48
Q6ZTQ4,CDHR3
Q6ZTR5,CFAP47
Q6ZU64,CFAP65
Q6ZU69,FAM205A
Q6ZUB0,SPATA31D4
Q6ZUB1,SPATA31E1
Q6ZUK4,TMEM26
Q6ZUT9,DENND5B
Q6ZUX7,LHFPL2
Q6ZV29,PNPLA7
Q6ZVE7,GOLT1A
Q6ZVK1,TMEM179
Q6ZVL6,KIAA1549L
Q6ZVN8,HFE2
Q6ZVX9,PAQR9
Q6ZW05,PTCHD4
Q6ZWK6,TMPRSS11F
Q6ZWL3,CYP4V2
Q6ZWT7,MBOAT2
Q6ZXV5,TMTC3
Q70CQ3,USP30
Q70JA7,CHSY3
Q70SY1,CREB3L2
Q70UQ0,IKBIP
Q70Z44,HTR3D
Q71H61,ILDR2
Q71RG4,TMUB2
Q71RH2,FAM57B
Q71RS6,SLC24A5
Q75NE6,MIR17HG
Q75T13,PGAP1
Q75V66,ANO5
Q76EJ3,SLC35D2
Q76KP1,B4GALNT4
Q76LX8,ADAMTS13
Q76MJ5,ERN2
Q7KYR7,BTN2A1
Q7L0J3,SV2A
Q7L0L9,unmapped
Q7L0X0,TRIL
Q7L190,DPPA4
Q7L1I2,SV2B
Q7L1S5,CHST9
Q7L1W4,LRRC8D
Q7L211,ABHD13
Q7L311,ARMCX2
Q7L4E1,MIGA2
Q7L513,FCRLA
Q7L5A8,FA2H
Q7L5L3,GDPD3
Q7L5N7,LPCAT2
Q7L8C5,SYT13
Q7L985,LINGO2
Q7LBE3,SLC26A9
Q7LFX5,CHST15
Q7LG56,RRM2B
Q7LGA3,HS2ST1
Q7LGC8,CHST3
Q7RTM1,OTOP1
Q7RTP0,NIPA1
Q7RTR8,TAS2R42
Q7RTS5,OTOP3
Q7RTS6,OTOP2
Q7RTT9,SLC29A4
Q7RTU9,STRC
Q7RTW8,OTOA
Q7RTX0,TAS1R3
Q7RTX1,TAS1R1
Q7RTX7,CATSPER4
Q7RTX9,SLC16A14
Q7RTY0,SLC16A13
Q7RTY1,SLC16A9
Q7RTY3,PRSS45
Q7RTY8,TMPRSS7
Q7RTY9,PRSS41
Q7Z2D5,PLPPR4
Q7Z2H8,SLC36A1
Q7Z2K6,ERMP1
Q7Z2Q7,LRRC70
Q7Z2W7,TRPM8
Q7Z388,DPY19L4
Q7Z3B0,SMIM15
Q7Z3B1,NEGR1
Q7Z3C6,ATG9A
Q7Z3D4,LYSMD3
Q7Z3F1,GPR155
Q7Z3J2,C16orf62
Q7Z3Q1,SLC46A3
Q7Z3S7,CACNA2D4
Q7Z3T1,OR2W3
Q7Z402,TMC7
Q7Z403,TMC6
Q7Z404,TMC4
Q7Z407,CSMD3
Q7Z408,CSMD2
Q7Z410,TMPRSS9
Q7Z412,PEX26
Q7Z418,KCNK18
Q7Z419,RNF144B
Q7Z429,GRINA
Q7Z434,MAVS
Q7Z442,PKD1L2
Q7Z443,PKD1L3
Q7Z449,CYP2U1
Q7Z4F1,LRP10
Q7Z4J2,GLT6D1
Q7Z4L0,COX8C
Q7Z4N2,TRPM1
Q7Z4T8,GALNTL5
Q7Z4W3,KRTAP19-3
Q7Z553,MDGA2
Q7Z5B4,RIC3
Q7Z5H4,VN1R5
Q7Z5H5,VN1R4
Q7Z5J8,ANKAR
Q7Z5M5,TMC3
Q7Z5N4,SDK1
Q7Z5S9,TMEM144
Q7Z601,GPR142
Q7Z602,GPR141
Q7Z692,CEACAM19
Q7Z695,ADCK2
Q7Z6A9,BTLA
Q7Z6J6,FRMD5
Q7Z6L0,PRRT2
Q7Z6M3,MILR1
Q7Z6W1,TMCO2
Q7Z7B7,DEFB132
Q7Z7B8,DEFB128
Q7Z7D3,VTCN1
Q7Z7H5,TMED4
Q7Z7J7,LHFPL4
Q7Z7M0,MEGF8
Q7Z7M1,ADGRD2
Q7Z7M8,B3GNT8
Q7Z7M9,GALNT5
Q7Z7N9,TMEM179B
Q86SF2,GALNT7
Q86SJ2,AMIGO2
Q86SJ6,DSG4
Q86SK9,SCD5
Q86SM5,MRGPRG
Q86SM8,MRGPRE
Q86SP6,GPR149
Q86SQ3,ADGRE4P
Q86SQ4,ADGRG6
Q86SQ6,ADGRA1
Q86SR1,GALNT10
Q86SS6,SYT9
Q86SU0,ILDR1
Q86T03,PIP4P1
Q86T13,CLEC14A
Q86T26,TMPRSS11B
Q86T96,RNF180
Q86TG1,TMEM150A
Q86TL2,STIMATE
Q86TM6,SYVN1
Q86TY3,C14orf37
Q86U02,LINC00596
Q86UB9,TMEM135
Q86UD3,3-Mar
Q86UD5,SLC9B2
Q86UE4,MTDH
Q86UE6,LRRTM1
Q86UF1,TSPAN33
Q86UF2,CTAGE6
Q86UG4,SLCO6A1
Q86UK0,ABCA12
Q86UK5,EVC2
Q86UL3,GPAT4
Q86UN2,RTN4RL1
Q86UN3,RTN4RL2
Q86UP0,CDH24
Q86UP2,KTN1
Q86UP6,CUZD1
Q86UP9,LHFPL3
Q86UQ4,ABCA13
Q86UQ5,GTSCR1
Q86UV5,USP48
Q86UW1,SLC51A
Q86UW2,SLC51B
Q86V24,ADIPOR2
Q86V35,CABP7
Q86V40,TRABD2A
Q86V85,GPR180
Q86VB7,CD163
Q86VD9,PIGZ
Q86VE9,SERINC5
Q86VF5,MOGAT3
Q86VH4,LRRTM4
Q86VH5,LRRTM3
Q86VI4,LAPTM4B
Q86VL8,SLC47A2
Q86VR2,RETREG3
Q86VR7,VSIG10L
Q86VU5,COMTD1
Q86VW1,SLC22A16
Q86VY9,TMEM200A
Q86VZ1,P2RY8
Q86VZ4,LRP11
Q86W10,CYP4Z1
Q86W33,TPRA1
Q86W47,KCNMB4
Q86W74,ANKRD46
Q86WA9,SLC26A11
Q86WB7,UNC93A
Q86WC4,OSTM1
Q86WG3,ATCAY
Q86WI0,LHFPL1
Q86WI1,PKHD1L1
Q86WK6,AMIGO1
Q86WK7,AMIGO3
Q86WK9,PAQR7
Q86WS5,TMPRSS12
Q86WV6,TMEM173
Q86X19,TMEM17
Q86X29,LSR
Q86X52,CHSY1
Q86XA0,METTL23
Q86XE3,MICU3
Q86XJ0,CALHM3
Q86XK7,VSIG1
Q86XL3,ANKLE2
Q86XM0,CATSPERD
Q86XQ3,CATSPER3
Q86XR5,PRIMA1
Q86XS8,RNF130
Q86XT9,TMEM219
Q86XX4,FRAS1
Q86Y07,VRK2
Q86Y22,COL23A1
Q86Y34,ADGRG3
Q86Y39,NDUFA11
Q86Y82,STX12
Q86YA3,ZGRF1
Q86YC3,NRROS
Q86YD3,TMEM25
Q86YD5,LDLRAD3
Q86YJ5,9-Mar
Q86YL7,PDPN
Q86YS3,RAB11FIP4
Q86YT5,SLC13A5
Q86YT9,JAML
Q86YW5,TREML1
Q86Z14,KLB
Q8IU57,IFNLR1
Q8IU68,TMC8
Q8IU80,TMPRSS6
Q8IU89,CERS3
Q8IU99,CALHM1
Q8IUA7,ABCA9
Q8IUB9,KRTAP19-1
Q8IUC8,GALNT13
Q8IUH4,ZDHHC13
Q8IUH5,ZDHHC17
Q8IUH8,SPPL2C
Q8IUK5,PLXDC1
Q8IUN9,CLEC10A
Q8IUR5,TMTC1
Q8IUS5,EPHX4
Q8IUW5,RELL1
Q8IUX1,TMEM126B
Q8IUY3,GRAMD2A
Q8IV01,SYT12
Q8IV08,PLD3
Q8IV16,GPIHBP1
Q8IV31,TMEM139
Q8IV45,UNC5CL
Q8IV77,CNGA4
Q8IVB4,SLC9A9
Q8IVJ1,SLC41A1
Q8IVJ8,APRG1
Q8IVM8,SLC22A9
Q8IVQ6,ZDHHC21
Q8IVU1,IGDCC3
Q8IVV8,NKAIN4
Q8IVW8,SPNS2
Q8IVY1,C1orf210
Q8IW00,VSTM4
Q8IW52,SLITRK4
Q8IW70,TMEM151B
Q8IWA4,MFN1
Q8IWA5,SLC44A2
Q8IWB4,SPATA31A7
Q8IWB9,TEX2
Q8IWD5,MFSD6L
Q8IWK6,ADGRA3
Q8IWR1,TRIM59
Q8IWT1,SCN4B
Q8IWT6,LRRC8A
Q8IWU2,LMTK2
Q8IWU4,SLC30A8
Q8IWU5,SULF2
Q8IWU6,SULF1
Q8IWV1,LAX1
Q8IWV2,CNTN4
Q8IWX5,SGPP2
Q8IWY4,SCUBE1
Q8IWY9,CDAN1
Q8IX05,CD302
Q8IX19,MCEMP1
Q8IX30,SCUBE3
Q8IX94,CTAGE4
Q8IXA5,SPACA3
Q8IXB3,TUSC5
Q8IXE1,OR4N5
Q8IXF9,AQP12A
Q8IXH8,CDH26
Q8IXI1,RHOT2
Q8IXI2,RHOT1
Q8IXK2,GALNT12
Q8IXM6,NRM
Q8IXU6,SLC35F2
Q8IXX5,TMEM183A
Q8IY17,PNPLA6
Q8IY26,PLPP6
Q8IY34,SLC15A3
Q8IY49,MMD2
Q8IY50,SLC35F3
Q8IY95,TMEM192
Q8IYD8,FANCM
Q8IYJ0,PIANP
Q8IYL9,GPR65
Q8IYM1,12-Sep
Q8IYP9,ZDHHC23
Q8IYR6,TMEFF1
Q8IYS0,GRAMD1C
Q8IYS2,KIAA2013
Q8IYT2,CMTR2
Q8IYV9,IZUMO1
Q8IZ08,GPR135
Q8IZ52,CHPF
Q8IZ57,NRSN1
Q8IZ96,CMTM1
Q8IZA0,KIAA0319L
Q8IZD6,SLC22A15
Q8IZF0,NALCN
Q8IZF2,ADGRF5
Q8IZF3,ADGRF4
Q8IZF4,ADGRG5
Q8IZF5,ADGRF3
Q8IZF6,ADGRG4
Q8IZF7,ADGRF2
Q8IZJ1,UNC5B
Q8IZK6,MCOLN2
Q8IZM9,SLC38A6
Q8IZN3,ZDHHC14
Q8IZP7,HS6ST3
Q8IZP9,ADGRG2
Q8IZR5,CMTM4
Q8IZS7,CLECL1
Q8IZS8,CACNA2D3
Q8IZT8,HS3ST5
Q8IZU8,DSEL
Q8IZU9,KIRREL3
Q8IZV2,CMTM8
Q8IZV5,RDH10
Q8IZY2,ABCA7
Q8J025,APCDD1
Q8N0U2,TMEM61
Q8N0U8,VKORC1L1
Q8N0V5,GCNT2
Q8N0W4,NLGN4X
Q8N0W7,FMR1NB
Q8N0Y3,OR4N4
Q8N0Y5,OR8I2
Q8N0Z9,VSIG10
Q8N104,DEFB106A
Q8N109,KIR2DL5A
Q8N111,CEND1
Q8N112,LSMEM2
Q8N114,SHISA5
Q8N118,CYP4X1
Q8N126,CADM3
Q8N127,OR5AS1
Q8N130,SLC34A3
Q8N131,TMEM123
Q8N138,ORMDL3
Q8N139,ABCA6
Q8N144,GJD3
Q8N146,OR8H3
Q8N148,OR6V1
Q8N149,LILRA2
Q8N158,GPC2
Q8N162,OR8H2
Q8N1C3,GABRG1
Q8N1L4,CYP4Z2P
Q8N1M1,BEST3
Q8N1N0,CLEC4F
Q8N1N2,DYNAP
Q8N1S5,SLC39A11
Q8N1Y9,unmapped
Q8N201,INTS1
Q8N205,SYNE4
Q8N271,PROM2
Q8N292,GAPT
Q8N2A8,PLD6
Q8N2C7,UNC80
Q8N2F6,ARMC10
Q8N2G4,LYPD1
Q8N2H4,SYS1
Q8N2K0,ABHD12
Q8N2K1,UBE2J2
Q8N2M4,TMEM86A
Q8N2Q7,NLGN1
Q8N2U0,TMEM256
Q8N2U9,PQLC1
Q8N326,C10orf111
Q8N349,OR2L13
Q8N350,CBARP
Q8N357,SLC35F6
Q8N370,SLC43A2
Q8N386,LRRC25
Q8N387,MUC15
Q8N394,TMTC2
Q8N3E9,PLCD3
Q8N3F9,GPR137C
Q8N3G9,TMEM130
Q8N3J6,CADM2
Q8N3S3,PHTF2
Q8N3T1,GALNT15
Q8N3T6,TMEM132C
Q8N3Y3,LARGE2
Q8N3Y7,SDR16C5
Q8N414,PGBD5
Q8N423,LILRB2
Q8N428,GALNT16
Q8N434,SVOPL
Q8N441,FGFRL1
Q8N468,MFSD4A
Q8N474,SFRP1
Q8N490,PNKD
Q8N4A0,GALNT4
Q8N4C9,C17orf78
Q8N4F4,SLC22A24
Q8N4F7,RNF175
Q8N4H5,TOMM5
Q8N4K4,RPRML
Q8N4L1,TMEM151A
Q8N4L2,PIP4P2
Q8N4L4,SPEM1
Q8N4M1,SLC44A3
Q8N4S7,PAQR4
Q8N4S9,MARVELD2
Q8N4V1,MMGT1
Q8N4V2,SVOP
Q8N4W6,DNAJC22
Q8N511,TMEM199
Q8N539,FIBCD1
Q8N5B7,CERS5
Q8N5C1,CALHM5
Q8N5D6,GBGT1
Q8N5G0,SMIM20
Q8N5G2,MACO1
Q8N5H3,FAM89B
Q8N5K1,CISD2
Q8N5M9,JAGN1
Q8N5S1,SLC25A41
Q8N5U1,MS4A15
Q8N5Y8,PARP16
Q8N608,DPP10
Q8N609,TRAM1L1
Q8N614,TMEM156
Q8N628,OR2C3
Q8N661,TMEM86B
Q8N682,DRAM1
Q8N687,DEFB125
Q8N688,DEFB123
Q8N690,DEFB119
Q8N695,SLC5A8
Q8N697,SLC15A4
Q8N699,MYCT1
Q8N6C5,IGSF1
Q8N6C8,LILRA3
Q8N6D2,RNF182
Q8N6F1,CLDN19
Q8N6G5,CSGALNACT2
Q8N6K0,TEX29
Q8N6L0,CCDC155
Q8N6L1,KRTCAP2
Q8N6L7,TMEM252
Q8N6M8,IQCF1
Q8N6P7,IL22RA1
Q8N6Q1,TMCO5A
Q8N6Q3,CD177
Q8N6R1,SERP2
Q8N6S5,ARL6IP6
Q8N6U8,GPR161
Q8N6Y1,PCDH20
Q8N743,KIR3DL3
Q8N755,PQLC3
Q8N7C0,LRRC52
Q8N7C4,TMEM217
Q8N7C7,RNF148
Q8N7P1,PLD5
Q8N7P3,CLDN22
Q8N7S6,ARIH2OS
Q8N7X8,SIGLECL1
Q8N808,SLC35G3
Q8N816,TMEM99
Q8N8D7,NKAIN3
Q8N8D9,C5orf56
Q8N8F6,YIPF7
Q8N8F7,LSMEM1
Q8N8J7,FAM241A
Q8N8N0,RNF152
Q8N8Q1,CYB561D1
Q8N8Q9,NIPA2
Q8N8V8,TMEM105
Q8N8Z6,DCBLD1
Q8N912,NRAC
Q8N966,ZDHHC22
Q8N967,LRTM2
Q8N9A8,CNEP1R1
Q8N9F0,NAT8L
Q8N9F7,GDPD1
Q8N9I0,SYT2
Q8N9I5,FADS6
Q8N9M5,TMEM102
Q8N9R8,SCAI
Q8N9W7,unmapped
Q8N9X5,TMEM75
Q8NA29,MFSD2A
Q8NA58,PNLDC1
Q8NAC3,IL17RC
Q8NAN2,MIGA1
Q8NAT1,POMGNT2
Q8NAU1,FNDC5
Q8NB49,ATP11C
Q8NB59,SYT14
Q8NBD8,TMEM229B
Q8NBF6,AVL9
Q8NBI2,CYB561A3
Q8NBI5,SLC43A3
Q8NBI6,XXYLT1
Q8NBJ4,GOLM1
Q8NBJ9,SIDT2
Q8NBL3,TMEM178A
Q8NBM4,UBAC2
Q8NBN3,TMEM87A
Q8NBP5,MFSD9
Q8NBP7,PCSK9
Q8NBQ7,AQP11
Q8NBR0,TP53I13
Q8NBS3,SLC4A11
Q8NBT3,TMEM145
Q8NBV4,PLPP7
Q8NBV8,SYT8
Q8NBW4,SLC38A9
Q8NBX0,SCCPDH
Q8NBZ7,UXS1
Q8NC01,CLEC1A
Q8NC06,ACBD4
Q8NC24,RELL2
Q8NC42,RNF149
Q8NC44,RETREG2
Q8NC54,KCT2
Q8NC67,NETO2
Q8NCC5,SLC37A3
Q8NCG5,CHST4
Q8NCG7,DAGLB
Q8NCH0,CHST14
Q8NCK7,SLC16A11
Q8NCL4,GALNT6
Q8NCL8,TMEM116
Q8NCM2,KCNH5
Q8NCR0,B3GALNT2
Q8NCR9,CLRN3
Q8NCS7,SLC44A5
Q8NCU8,SMIM37
Q8NCW0,KREMEN2
Q8NCW6,GALNT11
Q8ND61,C3orf20
Q8ND94,LRRN4CL
Q8NDB6,FAM156A
Q8NDV1,ST6GALNAC3
Q8NDV2,GPR26
Q8NDX2,SLC17A8
Q8NDY8,TMEM52
Q8NDZ6,TMEM161B
Q8NE00,TMEM104
Q8NE01,CNNM3
Q8NE79,BVES
Q8NE86,MCU
Q8NEA5,C19orf18
Q8NEB5,PLPP5
Q8NEC5,CATSPER1
Q8NEQ5,C1orf162
Q8NER1,TRPV1
Q8NER5,ACVR1C
Q8NES3,LFNG
Q8NES8,DEFB124
Q8NET1,DEFB108B
Q8NET5,NFAM1
Q8NET6,CHST13
Q8NET8,TRPV3
Q8NEW0,SLC30A7
Q8NEW7,TMIE
Q8NF37,LPCAT1
Q8NF91,SYNE1
Q8NFB2,TMEM185A
Q8NFF2,SLC24A4
Q8NFJ5,GPRC5A
Q8NFJ6,PROKR2
Q8NFK1,GJC3
Q8NFL0,B3GNT7
Q8NFM4,ADCY4
Q8NFM7,IL17RD
Q8NFN8,GPR156
Q8NFP4,MDGA1
Q8NFQ8,TOR1AIP2
Q8NFR3,SPTSSB
Q8NFR9,IL17RE
Q8NFT2,STEAP2
Q8NFT8,DNER
Q8NFU0,BEST4
Q8NFU1,BEST2
Q8NFY4,SEMA6D
Q8NFZ3,NLGN4Y
Q8NFZ4,NLGN2
Q8NFZ6,VN1R2
Q8NFZ8,CADM4
Q8NG04,SLC26A10
Q8NG11,TSPAN14
Q8NG75,OR5T1
Q8NG76,OR2T33
Q8NG77,OR2T12
Q8NG78,OR8G5
Q8NG80,OR2L5
Q8NG81,OR2M7
Q8NG83,OR2M3
Q8NG84,OR2AK2
Q8NG85,OR2L3
Q8NG92,OR13H1
Q8NG94,OR11H1
Q8NG95,OR7G3
Q8NG97,OR2Z1
Q8NG98,OR7D4
Q8NG99,OR7G2
Q8NGA0,OR7G1
Q8NGA1,OR1M1
Q8NGA2,OR7A2P
Q8NGA4,GPR32P1
Q8NGA5,OR10H4
Q8NGA6,OR10H5
Q8NGA8,OR4F17
Q8NGB2,OR4C5
Q8NGB4,OR4S1
Q8NGB6,OR4M2
Q8NGB8,OR4F15
Q8NGB9,OR4F6
Q8NGC0,OR5AU1
Q8NGC1,OR11G2
Q8NGC2,OR4E2
Q8NGC3,OR10G2
Q8NGC4,OR10G3
Q8NGC5,OR6J1
Q8NGC6,OR4K17
Q8NGC7,OR11H6
Q8NGC8,OR11H7
Q8NGC9,OR11H4
Q8NGD0,OR4M1
Q8NGD1,OR4N2
Q8NGD2,OR4K2
Q8NGD3,OR4K5
Q8NGD4,OR4K1
Q8NGD5,OR4K14
Q8NGE0,OR10AD1
Q8NGE1,OR6C4
Q8NGE2,OR2AP1
Q8NGE3,OR10P1
Q8NGE5,OR10A7
Q8NGE7,OR9K2
Q8NGE8,OR4D9
Q8NGE9,OR9Q2
Q8NGF0,OR52B6
Q8NGF1,OR52R1
Q8NGF3,OR51D1
Q8NGF4,OR5AP2
Q8NGF6,OR10W1
Q8NGF7,OR5B17
Q8NGF8,OR4B1
Q8NGF9,OR4X2
Q8NGG0,OR8J3
Q8NGG1,OR8J2
Q8NGG2,OR5T2
Q8NGG3,OR5T3
Q8NGG4,OR8H1
Q8NGG5,OR8K1
Q8NGG6,OR8B12
Q8NGG7,OR8A1
Q8NGG8,OR8B3
Q8NGH3,OR2D3
Q8NGH5,OR56A1
Q8NGH6,OR52L2P
Q8NGH7,OR52L1
Q8NGH8,OR56A4
Q8NGH9,OR52E4
Q8NGI0,OR52N2
Q8NGI1,OR56B2P
Q8NGI2,OR52N4
Q8NGI3,OR56B1
Q8NGI4,OR4D11
Q8NGI6,OR4D10
Q8NGI7,OR10V1
Q8NGI8,OR5AN1
Q8NGI9,OR5A2
Q8NGJ0,OR5A1
Q8NGJ1,OR4D6
Q8NGJ2,OR52H1
Q8NGJ3,OR52E1
Q8NGJ4,OR52E2
Q8NGJ5,OR51L1
Q8NGJ6,OR51A4
Q8NGJ7,OR51A2
Q8NGJ8,OR51S1
Q8NGJ9,OR51T1
Q8NGK0,OR51G2
Q8NGK1,OR51G1
Q8NGK2,OR52B4
Q8NGK3,OR52K2
Q8NGK4,OR52K1
Q8NGK5,OR52M1
Q8NGK6,OR52I1
Q8NGK9,OR5D16
Q8NGL0,OR5L2
Q8NGL1,OR5D18
Q8NGL2,OR5L1
Q8NGL3,OR5D14
Q8NGL4,OR5D13
Q8NGL6,OR4A15
Q8NGL7,OR4P4
Q8NGL9,OR4C16
Q8NGM1,OR4C15
Q8NGM8,OR6M1
Q8NGM9,OR8D4
Q8NGN0,OR4D5
Q8NGN1,OR6T1
Q8NGN2,OR10S1
Q8NGN3,OR10G4
Q8NGN4,OR10G9
Q8NGN5,OR10G8
Q8NGN6,OR10G7
Q8NGN7,OR10D4P
Q8NGN8,OR4A4P
Q8NGP0,OR4C13
Q8NGP2,OR8J1
Q8NGP3,OR5M9
Q8NGP4,OR5M3
Q8NGP6,OR5M8
Q8NGP8,OR5M1
Q8NGP9,OR5AR1
Q8NGQ1,OR9G4
Q8NGQ2,OR6Q1
Q8NGQ3,OR1S2
Q8NGQ4,OR10Q1
Q8NGQ5,OR9Q1
Q8NGQ6,OR9I1
Q8NGR1,OR13A1
Q8NGR2,OR1L6
Q8NGR3,OR1K1
Q8NGR4,OR5C1
Q8NGR5,OR1L4
Q8NGR6,OR1B1
Q8NGR8,OR1L8
Q8NGR9,OR1N2
Q8NGS0,OR1N1
Q8NGS1,OR1J4
Q8NGS2,OR1J2
Q8NGS3,OR1J1
Q8NGS4,OR13F1
Q8NGS5,OR13C4
Q8NGS6,OR13C3
Q8NGS7,OR13C8
Q8NGS8,OR13C5
Q8NGS9,OR13C2
Q8NGT0,OR13C9
Q8NGT1,OR2K2
Q8NGT2,OR13J1
Q8NGT5,OR9A2
Q8NGT7,OR2A12
Q8NGT9,OR2A1
Q8NGU1,OR9A1P
Q8NGU2,OR9A4
Q8NGU4,OR2I1P
Q8NGU9,GPR150
Q8NGV0,OR2Y1
Q8NGV5,OR13D1
Q8NGV6,OR5H6
Q8NGV7,OR5H2
Q8NGW1,OR6B3
Q8NGW6,OR6K6
Q8NGX0,OR11L1
